motorcycle,image,motorcycleLabel,manufacturer,manufacturerLabel
http://www.wikidata.org/entity/Q116527430,http://commons.wikimedia.org/wiki/Special:FilePath/Moto%20Guzzi%20NTX%20350.jpg,Moto Guzzi NTX,http://www.wikidata.org/entity/Q1149018,Moto Guzzi
http://www.wikidata.org/entity/Q39169666,http://commons.wikimedia.org/wiki/Special:FilePath/Montesa%20COTA%204RT%20TONI%20BOU%202008.jpg,Montesa Cota 4RT,http://www.wikidata.org/entity/Q1946170,Montesa
http://www.wikidata.org/entity/Q47405567,http://commons.wikimedia.org/wiki/Special:FilePath/Ktm%20dakar-2006%20marc%20coma.JPG,KTM LC4 660R,http://www.wikidata.org/entity/Q215657,KTM
http://www.wikidata.org/entity/Q47502097,http://commons.wikimedia.org/wiki/Special:FilePath/Piaggio%20Medley%20S%202020%20-%20Meteor%20black.jpg,Piaggio Medley,http://www.wikidata.org/entity/Q841263,Piaggio
http://www.wikidata.org/entity/Q52005641,http://commons.wikimedia.org/wiki/Special:FilePath/Sideview%20of%20Monster%201200S%202017%20in%20Grey.jpg,Ducati Monster 1200,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q54850531,http://commons.wikimedia.org/wiki/Special:FilePath/BMW%20F%20850%20GS%2C%20Baujahr%202018%20%282019-04-14%29.jpg,BMW F 850 GS,http://www.wikidata.org/entity/Q249173,BMW Motorrad
http://www.wikidata.org/entity/Q56399123,http://commons.wikimedia.org/wiki/Special:FilePath/2016%20Andrea%20Dovizioso%20Ducati%20Desmosedici%20GP16.jpg,Ducati Desmosedici GP16,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q58818715,http://commons.wikimedia.org/wiki/Special:FilePath/Trobike%201961.jpg,Trojan Trobike,http://www.wikidata.org/entity/Q842941,Trojan
http://www.wikidata.org/entity/Q60370430,http://commons.wikimedia.org/wiki/Special:FilePath/Piaggio%20Free%20side.jpg,Piaggio Free,http://www.wikidata.org/entity/Q841263,Piaggio
http://www.wikidata.org/entity/Q60786113,http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20Enfield%20650%2002.jpeg,Royal Enfield Interceptor 650,http://www.wikidata.org/entity/Q2668720,Royal Enfield
http://www.wikidata.org/entity/Q60982434,http://commons.wikimedia.org/wiki/Special:FilePath/BMW%20F%20750%20GS%2C%20Baujahr%202018%2C%20Farbe%20Austin%20Yellow%20metallic%20%282019-04-21%29.JPG,Q60982434,http://www.wikidata.org/entity/Q249173,BMW Motorrad
http://www.wikidata.org/entity/Q83378665,http://commons.wikimedia.org/wiki/Special:FilePath/Royal%20Enfield%20650%2001.jpeg,Royal Enfield Continental GT twin,http://www.wikidata.org/entity/Q2668720,Royal Enfield
http://www.wikidata.org/entity/Q97278168,http://commons.wikimedia.org/wiki/Special:FilePath/Leoncino%20125%20del%201952.jpg,Benelli Leoncino,http://www.wikidata.org/entity/Q817107,Benelli
http://www.wikidata.org/entity/Q97601801,http://commons.wikimedia.org/wiki/Special:FilePath/BMW%20F900R%20%281crop%29.jpg,BMW F900R,http://www.wikidata.org/entity/Q26678,Groupe BMW
http://www.wikidata.org/entity/Q100268229,http://commons.wikimedia.org/wiki/Special:FilePath/Benelli%20BN%20125.jpg,Benelli BN 125,http://www.wikidata.org/entity/Q817107,Benelli
http://www.wikidata.org/entity/Q100277382,http://commons.wikimedia.org/wiki/Special:FilePath/Triumph%206S%20%281938%29%20-%209138804194.jpg,Triumph De Luxe 6 S,http://www.wikidata.org/entity/Q1140383,Triumph Motorcycles Ltd
http://www.wikidata.org/entity/Q105002044,http://commons.wikimedia.org/wiki/Special:FilePath/Tomos%20CTX%2080.jpg,Tomos CTX 80,http://www.wikidata.org/entity/Q1382207,Tomos
http://www.wikidata.org/entity/Q105771898,http://commons.wikimedia.org/wiki/Special:FilePath/Hochgurgl-Top%20Mountain%20Motorcycle%20Museum-BMW%20R28-1968-247ccm-01ESD.jpg,BMW R28,http://www.wikidata.org/entity/Q26678,Groupe BMW
http://www.wikidata.org/entity/Q105825955,http://commons.wikimedia.org/wiki/Special:FilePath/MZETS250.JPG,MZ ETS 175/250,http://www.wikidata.org/entity/Q703243,Motorrad- und Zweiradwerk
http://www.wikidata.org/entity/Q105826212,http://commons.wikimedia.org/wiki/Special:FilePath/ETS150.jpg,MZ ETS 125/150,http://www.wikidata.org/entity/Q703243,Motorrad- und Zweiradwerk
http://www.wikidata.org/entity/Q106286293,http://commons.wikimedia.org/wiki/Special:FilePath/MV%20Agusta%20500-4%20Cardano%201951%20noBG.jpg,Q106286293,http://www.wikidata.org/entity/Q1139995,MV Agusta
http://www.wikidata.org/entity/Q106365631,http://commons.wikimedia.org/wiki/Special:FilePath/Honda%20CTX%20700%20N.jpg,Q106365631,http://www.wikidata.org/entity/Q9584,Honda
http://www.wikidata.org/entity/Q106867882,http://commons.wikimedia.org/wiki/Special:FilePath/1972%20Kawasaki%20H2R%20KGTW.jpg,Kawasaki H2R,http://www.wikidata.org/entity/Q748148,Kawasaki Heavy Industries
http://www.wikidata.org/entity/Q107599367,http://commons.wikimedia.org/wiki/Special:FilePath/1946%20MV%20Agusta%2098%20corsa.jpg,Q107599367,http://www.wikidata.org/entity/Q1139995,MV Agusta
http://www.wikidata.org/entity/Q108266953,http://commons.wikimedia.org/wiki/Special:FilePath/Bundeswehrmuseum%20Dresden%2042.jpg,Q108266953,http://www.wikidata.org/entity/Q481658,Maico
http://www.wikidata.org/entity/Q108557696,http://commons.wikimedia.org/wiki/Special:FilePath/Benelli%20TRK.jpg,Benelli TRK,http://www.wikidata.org/entity/Q817107,Benelli
http://www.wikidata.org/entity/Q108907444,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20Sebring%20350%20%281972%29%20-%2015149507497.jpg,Ducati Sebring,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q108962554,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20250%20Scrambler%201973.jpg,Ducati 250 Scrambler,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q108962627,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20350cc.jpg,Ducati 350 Scrambler,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q108962665,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20450%20cc%203.JPG,Ducati 450 Scrambler,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q109100315,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20Mototrans%2024H%20250cc%201973.JPG,Ducati 24 Horas,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q109101034,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20450RT%20%2812405079454%29.jpg,Ducati 450 R/T,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q109319608,http://commons.wikimedia.org/wiki/Special:FilePath/DKW%20Volksrad%20ES%20200%20%28Museum%20f%C3%BCr%20s%C3%A4chsische%20Fahrzeuge%29.JPG,Q109319608,http://www.wikidata.org/entity/Q639268,DKW
http://www.wikidata.org/entity/Q109534132,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20Deluxe%20250%204T%202012%20520.jpg,Ducati Deluxe,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q109681717,http://commons.wikimedia.org/wiki/Special:FilePath/Schuettoff%20L200%202.jpg,Q109681717,http://www.wikidata.org/entity/Q639268,DKW
http://www.wikidata.org/entity/Q109681717,http://commons.wikimedia.org/wiki/Special:FilePath/Schuettoff%20L200%202.jpg,Q109681717,http://www.wikidata.org/entity/Q2259954,Schüttoff motorcycles
http://www.wikidata.org/entity/Q110205913,http://commons.wikimedia.org/wiki/Special:FilePath/Aprilia%20Area51%20scooter.jpg,Aprilia Area 51,http://www.wikidata.org/entity/Q622062,Aprilia
http://www.wikidata.org/entity/Q110279181,http://commons.wikimedia.org/wiki/Special:FilePath/Italjet%20Velocifero.jpg,Italjet Velocifero,http://www.wikidata.org/entity/Q1424713,Italjet
http://www.wikidata.org/entity/Q110473306,http://commons.wikimedia.org/wiki/Special:FilePath/Benelli%20Leoncino%20125%20%282022%29.jpg,Benelli Leoncino,http://www.wikidata.org/entity/Q817107,Benelli
http://www.wikidata.org/entity/Q110566932,http://commons.wikimedia.org/wiki/Special:FilePath/Walter%20M%20922%20%281921%29.jpg,Walter M 922,http://www.wikidata.org/entity/Q1273292,Walter vehicles
http://www.wikidata.org/entity/Q110639930,http://commons.wikimedia.org/wiki/Special:FilePath/Ducati%20Vento%20350%201979%20a.JPG,Ducati Vento,http://www.wikidata.org/entity/Q271812,Ducati Motor Holding
http://www.wikidata.org/entity/Q110907617,http://commons.wikimedia.org/wiki/Special:FilePath/Yamaha%20Xenter.jpg,Yamaha Xenter,http://www.wikidata.org/entity/Q158888,Yamaha
http://www.wikidata.org/entity/Q110993916,http://commons.wikimedia.org/wiki/Special:FilePath/Yamaha%20neos%20mittopcase.jpg,Yamaha Neos,http://www.wikidata.org/entity/Q158888,Yamaha
http://www.wikidata.org/entity/Q111188579,http://commons.wikimedia.org/wiki/Special:FilePath/Derbi%20GP1.jpg,Derbi GP1,http://www.wikidata.org/entity/Q1199957,Derbi
